"site","title","url","all_types","nonobs"
"ria.ru","Министр финансов Японии не намерен уходить в отставку из-за скандала - РИА Новости, 05.06.2018","http://ria.ru/world/20180605/1522059853.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Ненадійне джерело інформації"
"from-ua.com","Марсиане подают знак: космический ровер заснял загадочный предмет","http://from-ua.com/news/446897-marsiane-podayut-znak-kosmicheskii-rover-zasnyal-zagadochnii-predmet.html","Недостовірна новина;Маніпулятивний заголовок","Недостовірна новина"
"fakty.ua","В Киеве подросток насмерть разбился, выпав из окна - ""ФАКТЫ""","http://fakty.ua/270667-v-kieve-podrostok-nasmert-razbilsya-vypav-iz-okna","Ненадійне джерело інформації","Ненадійне джерело інформації"
"znaj.ua","Сенцов голодує 22 день: колега розповів про його стан|znaj.ua","http://znaj.ua/society/sencov-goloduye-22-den-kolega-rozpoviv-pro-jogo-stan","Недостовірна новина","Недостовірна новина"
"newsone.ua","Иран нарастит мощности для обогащения урана | NEWSONE","http://newsone.ua/news/politics/iran-nachinaet-narashchivanie-moshchnostej-po-obohashcheniju-urana.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"newsone.ua","В Харькове мужчина обнаружил возле гаража коробку с боеприпасами | NEWSONE","http://newsone.ua/news/accidents/v-kharkove-muzhchina-nashel-sredi-ulitsy-korobku-s-hranatami-i-vzryvchatkoj.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"obozrevatel.com","Киев глазами юных архитекторов: созданы проекты умного города, Archikidz! | Обозреватель","https://www.obozrevatel.com/city/news/kiev-glazami-yunyih-arhitektorov-sozdanyi-proektyi-umnogo-goroda.htm","Недостовірна новина","Недостовірна новина"
"zik.ua","В мережі оприлюднили фото хореографа - ""героя парковки"" у Києві","http://zik.ua/news/2018/06/05/v_merezhi_oprylyudnyly_foto_horeografa__geroya_parkovky_u_kyievi_1338667","Ненадійне джерело інформації","Ненадійне джерело інформації"
"lenta.ru","Путин по-немецки попросил журналиста его не перебивать: ТВ и радио: Интернет и СМИ: Lenta.ru","http://lenta.ru/news/2018/06/05/perebivat/","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"facenews.ua","Брата Зайцевой поймали на пьяном вождении | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/408974/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"podrobnosti.ua","Бойовики обстріляли Донецьку фільтрувальну станцію | podrobnosti.ua","http://podrobnosti.ua/2244465-bojoviki-obstrljali-donetsku-fltruvalnu-stantsju-2.html","Недостовірна новина","Недостовірна новина"
"znaj.ua","Іронія по-королівськи: що подарувала Єлизавета ІІ на весілля Меган і Гаррі|znaj.ua","http://znaj.ua/world/ironiya-po-korolivsky--sho-podaruvala-yelyzaveta-ii-na-vesillya-megan-i-garri","Недостовірна новина","Недостовірна новина"
"facenews.ua","Найдена загадочная точка, в которой постоянно меняется магнитное поле Земли | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/408983/","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Недостовірна новина"
"kp.ru","Геннадий Онищенко: ""От заявлений политиков белорусское молоко не киснет""","http://kp.ru/daily/26834/3878890/","Недостовірна новина;Маніпуляції з емоціями","Недостовірна новина"
"vesti.ru","Итальянцы и голландцы сыграли вничью при судействе Безбородова","http://vesti.ru/doc.html?id=3024839&cid=680","Недостовірна новина","Недостовірна новина"
"telegraf.com.ua","Елизавета II подарила принцу Гарри и Меган Маркл коттедж - Новости журнала - Новости Телеграф 5 июня","https://telegraf.com.ua/zhizn/zhurnal/4097369-elizaveta-ii-podarila-printsu-garri-i-megan-markl-kottedzh.html","Недостовірна новина","Недостовірна новина"
